firm_id;is_synthetic;province;sector;nace_code;size_band;employee_band;operating_since;main_product_group;primary_packaging_material;export_orientation;import_dependency;data_maturity_score;bom_coverage_ratio;bom_matrix_vintage_year;sector_code_error_flag;data_source_type;generation_method;source_ids
SYN-FRM-000173;True;Ankara;gida_icecek;C10-C11;mikro;1-9;2003;Gida ve icecek urunleri;plastik;0.3324;0.1527;0.5512;0.2584;2023;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000174;True;Manisa;gida_icecek;C10-C11;mikro;1-9;1993;Gida ve icecek urunleri;ahsap;0.1432;0.0307;0.3698;0.3829;2024;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000175;True;Istanbul;gida_icecek;C10-C11;mikro;1-9;2003;Gida ve icecek urunleri;plastik;0.1685;0.2594;0.4418;0.7632;2026;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000176;True;Manisa;gida_icecek;C10-C11;kucuk;10-49;2006;Gida ve icecek urunleri;plastik;0.1997;0.0445;0.6905;0.856;2024;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000177;True;Kocaeli;tekstil;C13-C14;mikro;1-9;1996;Tekstil ve hazir giyim;plastik;0.5304;0.11;0.4802;0.1775;2023;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000178;True;Eskisehir;elektronik;C26-C27;kucuk;10-49;1991;Elektrikli ve elektronik esya;kompozit;0.3265;0.7284;0.4506;0.4177;2025;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000179;True;Bursa;tekstil;C13-C14;orta;50-249;2007;Tekstil ve hazir giyim;kagit_karton;0.5894;0.1441;0.5991;0.3069;2021;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000180;True;Istanbul;elektronik;C26-C27;orta;50-249;2009;Gida ve icecek urunleri;kagit_karton;0.1112;0.1805;0.757;0.7266;2023;True;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000181;True;Izmir;ilac;C21;mikro;1-9;2014;Ilac ve tibbi urunler;kompozit;0.2207;0.3973;0.4582;0.4155;2025;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000182;True;Ankara;kozmetik;C20.42;orta;50-249;2004;Kozmetik ve kisisel bakim;plastik;0.2461;0.2059;0.5219;0.2065;2025;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000183;True;Bursa;ilac;C21;orta;50-249;2015;Ilac ve tibbi urunler;plastik;0.1866;0.5937;0.8542;0.2643;2024;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000184;True;Balikesir;elektronik;C26-C27;mikro;1-9;2005;Elektrikli ve elektronik esya;kagit_karton;0.3444;0.5159;0.6541;0.5249;2026;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000185;True;Konya;tekstil;C13-C14;kucuk;10-49;1985;Tekstil ve hazir giyim;kagit_karton;0.5818;0.2786;0.5414;0.2614;2025;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000186;True;Mersin;otomotiv_yan_sanayi;C29.3;orta;50-249;1991;Otomotiv yan sanayi parcalari;kagit_karton;0.7977;0.4111;0.8428;0.1942;2026;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000187;True;Kocaeli;otomotiv_yan_sanayi;C29.3;orta;50-249;2021;Otomotiv yan sanayi parcalari;kagit_karton;0.9353;0.1817;0.6275;0.5689;2021;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000188;True;Ankara;otomotiv_yan_sanayi;C29.3;mikro;1-9;1998;Otomotiv yan sanayi parcalari;kagit_karton;0.4537;0.5536;0.2166;0.5149;2024;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000189;True;Istanbul;otomotiv_yan_sanayi;C29.3;mikro;1-9;2009;Otomotiv yan sanayi parcalari;kagit_karton;0.8333;0.6009;0.3421;0.4757;2025;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000190;True;Konya;ev_temizlik;C20.41;mikro;1-9;1999;Ev temizlik urunleri;metal;0.0803;0.1711;0.3789;0.4965;2024;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000191;True;Istanbul;elektronik;C26-C27;mikro;1-9;2014;Elektrikli ve elektronik esya;kompozit;0.5153;0.5154;0.4232;0.5657;2024;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000192;True;Izmir;elektronik;C26-C27;kucuk;10-49;2007;Kozmetik ve kisisel bakim;kompozit;0.3919;0.203;0.5136;0.5887;2024;True;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000193;True;Gaziantep;tekstil;C13-C14;mikro;1-9;2018;Tekstil ve hazir giyim;kagit_karton;0.6996;0.1856;0.548;0.5812;2023;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000194;True;Kocaeli;gida_icecek;C10-C11;orta;50-249;2007;Gida ve icecek urunleri;metal;0.1285;0.3607;0.7706;0.4242;2023;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000195;True;Kocaeli;gida_icecek;C10-C11;kucuk;10-49;2011;Gida ve icecek urunleri;kagit_karton;0.0865;0.1237;0.3633;0.6145;2024;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000196;True;Bursa;gida_icecek;C10-C11;mikro;1-9;2021;Gida ve icecek urunleri;plastik;0.6212;0.0395;0.02;0.1567;2026;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000197;True;Ankara;elektronik;C26-C27;kucuk;10-49;1992;Elektrikli ve elektronik esya;ahsap;0.6388;0.4789;0.6517;0.2551;2026;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000198;True;Mersin;ev_temizlik;C20.41;buyuk;250-5000;2016;Ev temizlik urunleri;cam;0.0594;0.4439;0.6765;0.6425;2026;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000199;True;Kayseri;kimya_boya;C20.3;kucuk;10-49;2022;Gida ve icecek urunleri;kompozit;0.2423;0.4918;0.4885;0.255;2023;True;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000200;True;Bursa;kimya_boya;C20.3;kucuk;10-49;2000;Kimyasal urunler ve boya;plastik;0.4752;0.7205;0.3816;0.5946;2025;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000201;True;Samsun;kozmetik;C20.42;buyuk;250-5000;2000;Kozmetik ve kisisel bakim;plastik;0.5662;0.2411;0.6127;0.7726;2026;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000202;True;Adana;kimya_boya;C20.3;kucuk;10-49;2021;Kimyasal urunler ve boya;kagit_karton;0.439;0.2025;0.7659;0.129;2020;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000203;True;Istanbul;kimya_boya;C20.3;orta;50-249;2018;Kimyasal urunler ve boya;metal;0.535;0.5051;0.7993;0.6708;2023;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000204;True;Balikesir;gida_icecek;C10-C11;orta;50-249;1993;Gida ve icecek urunleri;plastik;0.4742;0.1725;0.9497;0.9765;2026;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000205;True;Kocaeli;gida_icecek;C10-C11;mikro;1-9;2012;Gida ve icecek urunleri;cam;0.1465;0.5484;0.6912;0.7888;2020;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000206;True;Izmir;gida_icecek;C10-C11;mikro;1-9;1988;Gida ve icecek urunleri;kompozit;0.0546;0.1961;0.4973;0.6834;2021;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000207;True;Tekirdag;ev_temizlik;C20.41;mikro;1-9;1992;Ev temizlik urunleri;plastik;0.5332;0.2332;0.1682;0.3483;2026;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000208;True;Gaziantep;kozmetik;C20.42;buyuk;250-5000;2024;Kozmetik ve kisisel bakim;kagit_karton;0.8479;0.6267;0.6621;0.3779;2023;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000209;True;Istanbul;tekstil;C13-C14;kucuk;10-49;2023;Tekstil ve hazir giyim;plastik;0.866;0.0433;0.2344;0.2496;2023;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000210;True;Istanbul;elektronik;C26-C27;kucuk;10-49;2010;Elektrikli ve elektronik esya;kagit_karton;0.4834;0.464;0.6788;0.3806;2020;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000211;True;Manisa;otomotiv_yan_sanayi;C29.3;orta;50-249;2010;Otomotiv yan sanayi parcalari;metal;0.7826;0.4918;0.7091;0.2766;2023;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000212;True;Istanbul;tekstil;C13-C14;kucuk;10-49;2015;Tekstil ve hazir giyim;kagit_karton;0.7697;0.3697;0.5366;0.5721;2024;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000213;True;Balikesir;tekstil;C13-C14;kucuk;10-49;2001;Tekstil ve hazir giyim;plastik;0.5579;0.2576;0.1422;0.442;2026;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000214;True;Istanbul;gida_icecek;C10-C11;orta;50-249;1995;Gida ve icecek urunleri;plastik;0.2819;0.1207;0.6099;0.5463;2020;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000215;True;Kayseri;gida_icecek;C10-C11;orta;50-249;1987;Gida ve icecek urunleri;metal;0.3361;0.0907;0.5585;0.7803;2024;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000216;True;Ankara;kozmetik;C20.42;orta;50-249;1996;Kozmetik ve kisisel bakim;plastik;0.2697;0.1011;0.6236;0.4249;2024;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000217;True;Izmir;ilac;C21;mikro;1-9;2009;Ilac ve tibbi urunler;kagit_karton;0.0805;0.2269;0.187;0.4108;2024;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000218;True;Ankara;elektronik;C26-C27;kucuk;10-49;2012;Elektrikli ve elektronik esya;kagit_karton;0.5357;0.3018;0.8084;0.6365;2024;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000219;True;Ankara;gida_icecek;C10-C11;orta;50-249;1992;Gida ve icecek urunleri;plastik;0.1159;0.0086;0.6886;0.8566;2023;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000220;True;Konya;ev_temizlik;C20.41;kucuk;10-49;2010;Ev temizlik urunleri;kompozit;0.3016;0.0485;0.519;0.4919;2019;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000221;True;Istanbul;gida_icecek;C10-C11;mikro;1-9;2006;Gida ve icecek urunleri;cam;0.1706;0.0481;0.0949;0.4575;2024;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000222;True;Konya;kozmetik;C20.42;mikro;1-9;2009;Kozmetik ve kisisel bakim;plastik;0.1044;0.133;0.4456;0.6872;2024;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000223;True;Sakarya;gida_icecek;C10-C11;orta;50-249;2015;Gida ve icecek urunleri;kagit_karton;0.3361;0.2045;0.8088;0.7089;2026;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000224;True;Ankara;tekstil;C13-C14;mikro;1-9;2010;Tekstil ve hazir giyim;ahsap;0.706;0.0785;0.146;0.1918;2026;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000225;True;Hatay;tekstil;C13-C14;kucuk;10-49;1999;Tekstil ve hazir giyim;plastik;0.7207;0.1113;0.4326;0.1356;2026;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000226;True;Bursa;kimya_boya;C20.3;mikro;1-9;2010;Kimyasal urunler ve boya;kagit_karton;0.4542;0.3928;0.5155;0.3819;2026;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000227;True;Konya;ev_temizlik;C20.41;kucuk;10-49;2011;Ev temizlik urunleri;kagit_karton;0.1997;0.1169;0.7543;0.2432;2019;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000228;True;Istanbul;kimya_boya;C20.3;kucuk;10-49;2016;Kimyasal urunler ve boya;plastik;0.7353;0.4003;0.562;0.5558;2026;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000229;True;Tekirdag;elektronik;C26-C27;mikro;1-9;1996;Elektrikli ve elektronik esya;kagit_karton;0.7059;0.5933;0.4115;0.435;2023;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000230;True;Istanbul;kozmetik;C20.42;kucuk;10-49;2012;Kozmetik ve kisisel bakim;plastik;0.4002;0.1779;0.5407;0.3966;2024;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000231;True;Ankara;ilac;C21;mikro;1-9;1993;Ilac ve tibbi urunler;kagit_karton;0.0527;0.5997;0.4753;0.308;2024;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000232;True;Corum;ev_temizlik;C20.41;mikro;1-9;2003;Ev temizlik urunleri;plastik;0.2123;0.1034;0.0338;0.3763;2024;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000233;True;Antalya;kimya_boya;C20.3;mikro;1-9;1995;Kimyasal urunler ve boya;cam;0.3666;0.4508;0.5543;0.7287;2026;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000234;True;Izmir;gida_icecek;C10-C11;kucuk;10-49;1994;Gida ve icecek urunleri;metal;0.1486;0.13;0.5905;0.4299;2024;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000235;True;Manisa;otomotiv_yan_sanayi;C29.3;orta;50-249;2003;Otomotiv yan sanayi parcalari;plastik;0.6754;0.7256;0.4492;0.4086;2026;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000236;True;Bursa;kozmetik;C20.42;kucuk;10-49;2016;Kozmetik ve kisisel bakim;kagit_karton;0.6451;0.3163;0.382;0.4702;2023;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000237;True;Istanbul;ev_temizlik;C20.41;buyuk;250-5000;1987;Ev temizlik urunleri;plastik;0.4241;0.0484;0.6383;0.6095;2025;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000238;True;Adana;otomotiv_yan_sanayi;C29.3;kucuk;10-49;2002;Otomotiv yan sanayi parcalari;kompozit;0.8066;0.1636;0.6468;0.6277;2023;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000239;True;Adana;kozmetik;C20.42;kucuk;10-49;2006;Kozmetik ve kisisel bakim;plastik;0.5706;0.3826;0.214;0.473;2023;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000240;True;Ankara;gida_icecek;C10-C11;kucuk;10-49;1991;Gida ve icecek urunleri;plastik;0.1426;0.1015;0.4724;0.3349;2024;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000241;True;Bursa;gida_icecek;C10-C11;mikro;1-9;1991;Gida ve icecek urunleri;plastik;0.077;0.2617;0.1316;0.3517;2023;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000242;True;Istanbul;tekstil;C13-C14;mikro;1-9;1987;Tekstil ve hazir giyim;plastik;0.5107;0.1938;0.5996;0.3111;2024;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000243;True;Istanbul;ilac;C21;mikro;1-9;1986;Gida ve icecek urunleri;kompozit;0.3678;0.1884;0.4984;0.3883;2024;True;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000244;True;Adana;gida_icecek;C10-C11;orta;50-249;1998;Gida ve icecek urunleri;plastik;0.2342;0.0823;0.5634;0.6629;2025;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000245;True;Izmir;gida_icecek;C10-C11;mikro;1-9;2011;Gida ve icecek urunleri;metal;0.0581;0.1069;0.4793;0.1101;2026;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000246;True;Izmir;gida_icecek;C10-C11;mikro;1-9;2004;Gida ve icecek urunleri;plastik;0.4063;0.1663;0.5166;0.2428;2024;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000247;True;Ankara;gida_icecek;C10-C11;kucuk;10-49;1985;Gida ve icecek urunleri;kompozit;0.1242;0.1714;0.5116;0.0987;2023;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000248;True;Ankara;ev_temizlik;C20.41;orta;50-249;1989;Ev temizlik urunleri;plastik;0.1838;0.0456;0.5536;0.2184;2019;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000249;True;Ankara;ilac;C21;kucuk;10-49;1999;Ilac ve tibbi urunler;cam;0.1653;0.3726;0.139;0.3632;2023;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000250;True;Konya;kozmetik;C20.42;mikro;1-9;2006;Kozmetik ve kisisel bakim;kagit_karton;0.0782;0.2787;0.02;0.3294;2019;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000251;True;Istanbul;tekstil;C13-C14;orta;50-249;1986;Tekstil ve hazir giyim;metal;0.7177;0.294;0.5954;0.4561;2019;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000252;True;Kocaeli;kozmetik;C20.42;kucuk;10-49;2008;Kozmetik ve kisisel bakim;kagit_karton;0.1121;0.4654;0.1161;0.2198;2023;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000253;True;Ankara;tekstil;C13-C14;buyuk;250-5000;1985;Tekstil ve hazir giyim;kagit_karton;0.6425;0.0988;0.99;1.0;2021;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000254;True;Sakarya;ilac;C21;mikro;1-9;1988;Ilac ve tibbi urunler;plastik;0.1734;0.2634;0.1294;0.4639;2026;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000255;True;Tekirdag;tekstil;C13-C14;kucuk;10-49;1995;Tekstil ve hazir giyim;kagit_karton;0.5694;0.3424;0.249;0.4056;2024;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000256;True;Denizli;gida_icecek;C10-C11;mikro;1-9;1993;Gida ve icecek urunleri;cam;0.3048;0.1603;0.3066;0.4501;2021;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000257;True;Istanbul;tekstil;C13-C14;kucuk;10-49;1997;Tekstil ve hazir giyim;kagit_karton;0.4179;0.4229;0.6574;0.4239;2025;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000258;True;Mersin;gida_icecek;C10-C11;orta;50-249;2016;Gida ve icecek urunleri;metal;0.5221;0.1339;0.875;0.2683;2026;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000259;True;Kayseri;gida_icecek;C10-C11;orta;50-249;1985;Gida ve icecek urunleri;cam;0.37;0.0538;0.9106;0.5601;2024;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
