observation_id;firm_id;period;year;quarter;split;sector;size_band;province;nace_code;main_product_group;gtip6_context_primary;production_qty;production_unit;import_qty;export_qty;return_qty;correction_qty;exemption_flag;exempt_share;domestic_supply_qty_derived;declared_packaging_tonnage;declared_ton_plastik;declared_ton_kagit_karton;declared_ton_cam;declared_ton_metal;declared_ton_kompozit;declared_ton_ahsap;bom_expected_tonnage_observable;bom_coverage_ratio;weight_matrix_vintage_year;external_evidence_tonnage;external_evidence_source;gekap_rate_year;gekap_rate_status;gekap_amount_try;data_quality_score;data_freshness_days;missing_field_count;missing_fields;data_confidence_level;data_source_type;generation_method;source_ids
SYN-FRM-000231-2024Q1;SYN-FRM-000231;2024Q1;2024;1;train;ilac;mikro;Ankara;C21;Ilac ve tibbi urunler;kagit_karton;14013.25;birim/ceyrek (sentetik urun adedi);7015.81;1861.23;54.31;0.0;False;0.0;19113.53;111.9316;0.0001;0.5722;1.4555;3.3092;0.6884;105.9063;34.34;0.308;2024;;;2024;official_verified;22641.29;0.5356;369;1;external_evidence_tonnage;orta;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000231-2024Q2;SYN-FRM-000231;2024Q2;2024;2;train;ilac;mikro;Ankara;C21;Ilac ve tibbi urunler;kagit_karton;13929.53;birim/ceyrek (sentetik urun adedi);7937.91;3170.03;173.73;0.0;False;0.0;18523.67;118.1291;0.5534;0.0001;0.0001;0.0001;1.0934;116.4819;34.5981;0.308;2024;;;2024;official_verified;7353.72;0.5949;373;1;external_evidence_tonnage;orta;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000231-2024Q3;SYN-FRM-000231;2024Q3;2024;3;train;ilac;mikro;Ankara;C21;Ilac ve tibbi urunler;kagit_karton;12525.59;birim/ceyrek (sentetik urun adedi);8343.73;2165.34;120.84;0.0;False;0.0;18583.14;95.6663;0.0001;0.3786;1.155;0.0001;0.0001;94.1324;32.5742;0.308;2024;;;2024;official_verified;2915.15;0.7115;61;1;external_evidence_tonnage;orta;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000231-2024Q4;SYN-FRM-000231;2024Q4;2024;4;train;ilac;mikro;Ankara;C21;Ilac ve tibbi urunler;kagit_karton;14072.85;birim/ceyrek (sentetik urun adedi);10449.2;2625.38;23.47;0.0;False;0.0;21873.2;144.6417;0.3872;2.1419;0.0001;0.0001;0.7149;141.3973;40.1602;0.308;2024;;;2024;official_verified;8979.55;0.6313;350;1;external_evidence_tonnage;orta;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000231-2025Q1;SYN-FRM-000231;2025Q1;2025;1;train;ilac;mikro;Ankara;C21;Ilac ve tibbi urunler;kagit_karton;18847.08;birim/ceyrek (sentetik urun adedi);10022.95;3252.97;1364.81;0.0;False;0.0;24252.25;141.2128;0.0001;1.9551;0.4526;3.4933;1.2262;134.0854;44.2106;0.308;2024;;;2025;official_verified;38122.62;0.6564;272;1;external_evidence_tonnage;orta;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000231-2025Q2;SYN-FRM-000231;2025Q2;2025;2;train;ilac;mikro;Ankara;C21;Ilac ve tibbi urunler;kagit_karton;16129.49;birim/ceyrek (sentetik urun adedi);6189.99;2405.2;952.3;0.0;False;0.0;18961.98;137.8826;1.5622;3.5287;0.4792;0.0001;0.0001;132.3123;33.6788;0.308;2024;;;2025;official_verified;19727.64;0.6487;324;1;external_evidence_tonnage;orta;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000231-2025Q3;SYN-FRM-000231;2025Q3;2025;3;valid;ilac;mikro;Ankara;C21;Ilac ve tibbi urunler;kagit_karton;12352.75;birim/ceyrek (sentetik urun adedi);9328.39;2495.31;941.45;0.0;False;0.0;18244.38;146.379;2.6772;0.9389;0.0001;1.5113;0.0001;141.2513;33.6386;0.308;2024;;;2025;official_verified;27922.2;0.6884;249;1;external_evidence_tonnage;orta;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000231-2025Q4;SYN-FRM-000231;2025Q4;2025;4;valid;ilac;mikro;Ankara;C21;Ilac ve tibbi urunler;kagit_karton;12593.03;birim/ceyrek (sentetik urun adedi);7105.96;1495.56;1701.16;0.0;False;0.0;16502.27;74.8576;0.5093;0.0255;1.1341;0.3566;0.0001;72.832;29.9841;0.308;2024;100.6443;ERP / onceki denetim kaydi (sentetik);2025;official_verified;8423.56;0.7475;388;0;;yuksek;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000231-2026Q1;SYN-FRM-000231;2026Q1;2026;1;test;ilac;mikro;Ankara;C21;Ilac ve tibbi urunler;kagit_karton;12886.33;birim/ceyrek (sentetik urun adedi);6178.28;914.05;151.17;0.0;False;0.0;17999.39;116.7559;0.0001;0.0001;0.0001;0.0001;0.8726;115.8829;32.652;0.308;2024;;;2026;official_verified;6983.06;0.6112;300;1;external_evidence_tonnage;orta;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000231-2026Q2;SYN-FRM-000231;2026Q2;2026;2;test;ilac;mikro;Ankara;C21;Ilac ve tibbi urunler;kagit_karton;14522.27;birim/ceyrek (sentetik urun adedi);9567.05;1937.69;17.68;0.0;False;0.0;22133.95;111.8541;0.0001;0.0001;0.2618;0.0001;0.9088;110.6831;40.099;0.308;2024;;;2026;official_verified;8136.31;0.6758;206;1;external_evidence_tonnage;orta;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000232-2023Q1;SYN-FRM-000232;2023Q1;2023;1;history;ev_temizlik;mikro;Corum;C20.41;Ev temizlik urunleri;plastik;18292.95;birim/ceyrek (sentetik urun adedi);1421.92;5087.63;501.91;0.0;False;0.0;14125.33;68.4248;0.5296;0.3562;0.0001;0.298;0.1783;67.0626;22.2339;0.3763;2024;;;2023;history_not_priced;;0.5927;327;1;external_evidence_tonnage;orta;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000232-2023Q2;SYN-FRM-000232;2023Q2;2023;2;history;ev_temizlik;mikro;Corum;C20.41;Ev temizlik urunleri;plastik;15216.34;birim/ceyrek (sentetik urun adedi);1219.05;4261.19;71.43;0.0;False;0.0;12102.77;59.6622;0.2326;0.9847;0.4214;0.0001;0.6001;57.4233;19.0758;0.3763;2024;;;2023;history_not_priced;;0.7152;104;1;external_evidence_tonnage;orta;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000232-2023Q3;SYN-FRM-000232;2023Q3;2023;3;history;ev_temizlik;mikro;Corum;C20.41;Ev temizlik urunleri;plastik;11458.74;birim/ceyrek (sentetik urun adedi);1436.59;3164.18;184.75;0.0;False;0.0;9546.4;34.7968;1.126;1.0045;0.0;0.1183;0.3045;32.2435;15.6346;0.3763;2024;;;2023;history_not_priced;;0.6166;252;1;external_evidence_tonnage;orta;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000232-2023Q4;SYN-FRM-000232;2023Q4;2023;4;history;ev_temizlik;mikro;Corum;C20.41;Ev temizlik urunleri;plastik;14318.41;birim/ceyrek (sentetik urun adedi);1382.45;4416.72;404.11;0.0;False;0.0;10880.04;25.3526;0.0;0.0;0.0;0.0013;0.0;25.3511;16.7842;0.3763;2024;;;2023;history_not_priced;;0.7969;5;1;external_evidence_tonnage;yuksek;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000232-2024Q1;SYN-FRM-000232;2024Q1;2024;1;train;ev_temizlik;mikro;Corum;C20.41;Ev temizlik urunleri;plastik;15957.09;birim/ceyrek (sentetik urun adedi);;;292.2;0.0;False;0.0;;58.9418;0.9864;1.317;0.0001;0.0566;0.0001;56.5817;20.8169;0.3763;2024;;;2024;official_verified;6714.17;0.3885;183;3;"import_qty;export_qty;external_evidence_tonnage";dusuk;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000232-2024Q2;SYN-FRM-000232;2024Q2;2024;2;train;ev_temizlik;mikro;Corum;C20.41;Ev temizlik urunleri;plastik;14263.91;birim/ceyrek (sentetik urun adedi);1193.37;4787.52;65.59;0.0;False;0.0;10604.17;85.1872;0.4022;0.811;0.0001;0.0001;0.0001;83.9737;17.0667;0.3763;2024;;;2024;official_verified;3150.81;0.6615;193;1;external_evidence_tonnage;orta;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000232-2024Q3;SYN-FRM-000232;2024Q3;2024;3;train;ev_temizlik;mikro;Corum;C20.41;Ev temizlik urunleri;plastik;10704.33;birim/ceyrek (sentetik urun adedi);599.92;3091.2;91.47;0.0;False;0.0;8121.58;32.1175;0.3216;0.5085;0.0;0.0;0.0983;31.1891;13.2517;0.3763;2024;;;2024;official_verified;2714.6;0.7837;39;1;external_evidence_tonnage;yuksek;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000232-2024Q4;SYN-FRM-000232;2024Q4;2024;4;train;ev_temizlik;mikro;Corum;C20.41;Ev temizlik urunleri;plastik;10414.69;birim/ceyrek (sentetik urun adedi);1160.84;2944.87;98.16;0.0;False;0.0;8532.49;29.4963;0.1911;0.7551;0.0;0.1391;0.2658;28.1451;13.9892;0.3763;2024;;;2024;official_verified;4102.63;0.6993;282;1;external_evidence_tonnage;orta;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000232-2025Q1;SYN-FRM-000232;2025Q1;2025;1;train;ev_temizlik;mikro;Corum;C20.41;Ev temizlik urunleri;plastik;13971.3;birim/ceyrek (sentetik urun adedi);1243.23;3543.98;171.07;0.0;False;0.0;11499.48;40.281;0.2564;1.0689;0.0;0.0;0.3598;38.5959;17.9608;0.3763;2024;;;2025;official_verified;6758.25;0.7839;22;1;external_evidence_tonnage;yuksek;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000232-2025Q2;SYN-FRM-000232;2025Q2;2025;2;train;ev_temizlik;mikro;Corum;C20.41;Ev temizlik urunleri;plastik;12843.69;birim/ceyrek (sentetik urun adedi);1507.78;4243.09;310.22;0.0;False;0.0;9798.15;40.0991;0.7741;0.415;0.0;0.5049;0.1532;38.2518;17.1173;0.3763;2024;;;2025;official_verified;9942.4;0.628;270;1;external_evidence_tonnage;orta;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000232-2025Q3;SYN-FRM-000232;2025Q3;2025;3;valid;ev_temizlik;mikro;Corum;C20.41;Ev temizlik urunleri;plastik;12227.68;birim/ceyrek (sentetik urun adedi);1058.53;3720.85;212.4;0.0;False;0.0;9352.96;33.0778;1.043;0.0;0.0;0.0;0.0;32.0347;14.6772;0.3763;2024;;;2025;official_verified;5945.56;0.6739;142;1;external_evidence_tonnage;orta;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000232-2025Q4;SYN-FRM-000232;2025Q4;2025;4;valid;ev_temizlik;mikro;Corum;C20.41;Ev temizlik urunleri;plastik;15173.79;birim/ceyrek (sentetik urun adedi);;;300.53;0.0;False;0.0;;42.3439;0.0;0.2107;0.0;0.6081;0.2567;41.2683;19.222;0.3763;2024;;;2025;official_verified;6363.29;0.474;40;3;"import_qty;export_qty;external_evidence_tonnage";orta;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000232-2026Q1;SYN-FRM-000232;2026Q1;2026;1;test;ev_temizlik;mikro;Corum;C20.41;Ev temizlik urunleri;plastik;14963.54;birim/ceyrek (sentetik urun adedi);1924.57;4735.49;506.87;0.0;False;0.0;11645.74;60.8032;0.4257;0.0001;0.3485;0.0001;0.5473;59.4816;18.0884;0.3763;2024;;;2026;official_verified;8508.97;0.6343;352;1;external_evidence_tonnage;orta;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000232-2026Q2;SYN-FRM-000232;2026Q2;2026;2;test;ev_temizlik;mikro;Corum;C20.41;Ev temizlik urunleri;plastik;12593.6;birim/ceyrek (sentetik urun adedi);1226.64;4587.33;1052.64;0.0;False;0.0;8180.27;38.6623;0.0;0.0;0.0;0.1791;0.0;38.4831;13.3445;0.3763;2024;;;2026;official_verified;1433.84;0.6713;246;1;external_evidence_tonnage;orta;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000233-2023Q1;SYN-FRM-000233;2023Q1;2023;1;history;kimya_boya;mikro;Antalya;C20.3;Kimyasal urunler ve boya;cam;10615.98;birim/ceyrek (sentetik urun adedi);3988.19;4210.02;139.19;0.0;False;0.0;10254.96;29.027;1.8585;0.1537;0.0;0.5366;0.5281;25.95;19.5279;0.7287;2026;27.3482;ERP / onceki denetim kaydi (sentetik);2023;history_not_priced;;0.914;201;0;;yuksek;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000233-2023Q2;SYN-FRM-000233;2023Q2;2023;2;history;kimya_boya;mikro;Antalya;C20.3;Kimyasal urunler ve boya;cam;10310.25;birim/ceyrek (sentetik urun adedi);4520.3;4850.72;22.4;0.0;False;0.0;9957.43;28.1162;1.6198;0.4024;0.2884;0.4043;0.0;25.4014;18.8941;0.7287;2026;;;2023;history_not_priced;;0.7901;176;1;external_evidence_tonnage;yuksek;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000233-2023Q3;SYN-FRM-000233;2023Q3;2023;3;history;kimya_boya;mikro;Antalya;C20.3;Kimyasal urunler ve boya;cam;9452.55;birim/ceyrek (sentetik urun adedi);3981.4;4680.12;255.99;0.0;False;0.0;8497.84;23.536;1.0698;0.2327;0.0;0.4314;0.4342;21.368;16.3164;0.7287;2026;;;2023;history_not_priced;;0.8142;154;1;external_evidence_tonnage;yuksek;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000233-2023Q4;SYN-FRM-000233;2023Q4;2023;4;history;kimya_boya;mikro;Antalya;C20.3;Kimyasal urunler ve boya;cam;8354.29;birim/ceyrek (sentetik urun adedi);4395.08;4322.11;688.76;0.0;False;0.0;7738.5;17.3351;0.7275;0.104;0.0989;0.4651;0.1338;15.8058;14.7763;0.7287;2026;19.7802;ERP / onceki denetim kaydi (sentetik);2023;history_not_priced;;0.8689;362;0;;yuksek;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000233-2024Q1;SYN-FRM-000233;2024Q1;2024;1;train;kimya_boya;mikro;Antalya;C20.3;Kimyasal urunler ve boya;cam;8680.54;birim/ceyrek (sentetik urun adedi);4754.57;4370.98;491.69;0.0;False;0.0;8572.44;20.8327;1.1153;0.308;0.0;0.6382;0.332;18.4392;16.6807;0.7287;2026;;;2024;official_verified;9606.04;0.6637;394;1;external_evidence_tonnage;orta;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000233-2024Q2;SYN-FRM-000233;2024Q2;2024;2;train;kimya_boya;mikro;Antalya;C20.3;Kimyasal urunler ve boya;cam;11188.01;birim/ceyrek (sentetik urun adedi);5084.36;5684.39;15.97;0.0;False;0.0;10572.01;26.8372;1.0719;0.5733;0.2887;0.9931;0.4524;23.4579;20.675;0.7287;2026;;;2024;official_verified;12719.06;0.7988;102;1;external_evidence_tonnage;yuksek;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000233-2024Q3;SYN-FRM-000233;2024Q3;2024;3;train;kimya_boya;mikro;Antalya;C20.3;Kimyasal urunler ve boya;cam;8887.92;birim/ceyrek (sentetik urun adedi);2646.31;4677.06;360.83;0.0;False;0.0;6496.34;14.46;1.0063;0.0;0.0;0.2407;0.0;13.2129;13.0032;0.7287;2026;;;2024;official_verified;5156.63;0.9038;7;1;external_evidence_tonnage;yuksek;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000233-2024Q4;SYN-FRM-000233;2024Q4;2024;4;train;kimya_boya;mikro;Antalya;C20.3;Kimyasal urunler ve boya;cam;8701.77;birim/ceyrek (sentetik urun adedi);4461.94;6058.6;456.65;0.0;False;0.0;6648.46;19.8848;1.1094;0.6166;0.0;0.7431;0.3614;17.0543;13.548;0.7287;2026;;;2024;official_verified;10800.4;0.7488;270;1;external_evidence_tonnage;yuksek;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000233-2025Q1;SYN-FRM-000233;2025Q1;2025;1;train;kimya_boya;mikro;Antalya;C20.3;Kimyasal urunler ve boya;cam;8215.02;birim/ceyrek (sentetik urun adedi);3950.29;5342.18;280.08;0.0;False;0.0;6543.04;18.6214;1.1768;0.3578;0.0;0.4863;0.0;16.6005;12.9775;0.7287;2026;;;2025;official_verified;10931.84;0.7461;377;1;external_evidence_tonnage;yuksek;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000233-2025Q2;SYN-FRM-000233;2025Q2;2025;2;train;kimya_boya;mikro;Antalya;C20.3;Kimyasal urunler ve boya;cam;12311.58;birim/ceyrek (sentetik urun adedi);4979.64;7193.48;454.55;0.0;False;0.0;9643.19;25.7054;1.9105;0.4567;0.2452;0.7671;0.0;22.3258;18.6291;0.7287;2026;;;2025;official_verified;17924.65;0.7335;84;1;external_evidence_tonnage;yuksek;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000233-2025Q3;SYN-FRM-000233;2025Q3;2025;3;valid;kimya_boya;mikro;Antalya;C20.3;Kimyasal urunler ve boya;cam;11431.43;birim/ceyrek (sentetik urun adedi);5071.99;6512.89;42.39;0.0;False;0.0;9948.14;23.3649;1.2995;0.4796;0.0;0.7518;0.0034;20.8305;18.7318;0.7287;2026;27.6035;ERP / onceki denetim kaydi (sentetik);2025;official_verified;13762.32;0.9307;61;0;;yuksek;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000233-2025Q4;SYN-FRM-000233;2025Q4;2025;4;valid;kimya_boya;mikro;Antalya;C20.3;Kimyasal urunler ve boya;cam;10253.22;birim/ceyrek (sentetik urun adedi);3051.91;6069.02;681.57;0.0;False;0.0;6554.54;16.1024;0.8477;0.2006;0.3408;0.1564;0.1;14.4569;13.022;0.7287;2026;;;2025;official_verified;8012.09;0.6953;307;1;external_evidence_tonnage;orta;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000233-2026Q1;SYN-FRM-000233;2026Q1;2026;1;test;kimya_boya;mikro;Antalya;C20.3;Kimyasal urunler ve boya;cam;;birim/ceyrek (sentetik urun adedi);5523.61;8852.42;38.67;0.0;False;0.0;;19.4031;0.957;0.0;0.0;0.3346;0.0;18.1114;16.5791;0.7287;2026;;;2026;official_verified;9375.88;0.4878;392;2;"production_qty;external_evidence_tonnage";orta;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000233-2026Q2;SYN-FRM-000233;2026Q2;2026;2;test;kimya_boya;mikro;Antalya;C20.3;Kimyasal urunler ve boya;cam;13815.18;birim/ceyrek (sentetik urun adedi);4903.81;7812.85;766.54;0.0;False;0.0;10139.59;21.7517;0.9887;0.3804;0.2582;0.3752;0.0;19.7491;19.5233;0.7287;2026;30.9774;ERP / onceki denetim kaydi (sentetik);2026;official_verified;12030.13;0.8619;244;0;;yuksek;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000234-2023Q1;SYN-FRM-000234;2023Q1;2023;1;history;gida_icecek;kucuk;Izmir;C10-C11;Gida ve icecek urunleri;metal;53420.08;birim/ceyrek (sentetik urun adedi);6462.72;6461.42;3754.57;0.0;False;0.0;49666.81;11.9574;3.4532;4.0616;4.1264;0.3161;0.0;0.0;5.3799;0.4299;2024;;;2023;history_not_priced;;0.7182;222;1;external_evidence_tonnage;orta;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000234-2023Q2;SYN-FRM-000234;2023Q2;2023;2;history;gida_icecek;kucuk;Izmir;C10-C11;Gida ve icecek urunleri;metal;58777.37;birim/ceyrek (sentetik urun adedi);6027.14;7666.8;996.32;0.0;False;0.0;56141.39;15.6833;4.4687;5.8539;5.2255;0.1307;0.0;0.0045;6.239;0.4299;2024;;;2023;history_not_priced;;0.8231;29;1;external_evidence_tonnage;yuksek;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000234-2023Q3;SYN-FRM-000234;2023Q3;2023;3;history;gida_icecek;kucuk;Izmir;C10-C11;Gida ve icecek urunleri;metal;56746.29;birim/ceyrek (sentetik urun adedi);8832.67;7845.95;481.94;0.0;False;0.0;57251.07;12.5972;3.5432;4.5116;4.2487;0.2283;0.0654;0.0;6.2641;0.4299;2024;15.7616;ERP / onceki denetim kaydi (sentetik);2023;history_not_priced;;0.7678;247;0;;yuksek;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000234-2023Q4;SYN-FRM-000234;2023Q4;2023;4;history;gida_icecek;kucuk;Izmir;C10-C11;Gida ve icecek urunleri;metal;46812.28;birim/ceyrek (sentetik urun adedi);6217.58;5871.49;669.72;0.0;False;0.0;46488.64;8.7366;2.434;3.1934;2.9675;0.0;0.1417;0.0;4.9546;0.4299;2024;;;2023;history_not_priced;;0.7451;34;1;external_evidence_tonnage;yuksek;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000234-2024Q1;SYN-FRM-000234;2024Q1;2024;1;train;gida_icecek;kucuk;Izmir;C10-C11;Gida ve icecek urunleri;metal;55395.3;birim/ceyrek (sentetik urun adedi);8461.81;10618.47;1280.73;0.0;False;0.0;51957.92;11.3503;3.3608;3.9324;4.0488;0.0083;0.0;0.0;5.8857;0.4299;2024;;;2024;official_verified;28646.5;0.6039;398;1;external_evidence_tonnage;orta;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000234-2024Q2;SYN-FRM-000234;2024Q2;2024;2;train;gida_icecek;kucuk;Izmir;C10-C11;Gida ve icecek urunleri;metal;71005.62;birim/ceyrek (sentetik urun adedi);8910.61;14155.31;1696.96;0.0;False;0.0;64063.96;13.6954;3.8139;5.0658;4.5351;0.0;0.2805;0.0;6.8184;0.4299;2024;;;2024;official_verified;34816.1;0.6306;345;1;external_evidence_tonnage;orta;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000234-2024Q3;SYN-FRM-000234;2024Q3;2024;3;train;gida_icecek;kucuk;Izmir;C10-C11;Gida ve icecek urunleri;metal;56927.0;birim/ceyrek (sentetik urun adedi);;;346.29;0.0;False;0.0;;13.1388;3.8244;4.9581;4.3562;0.0;0.0;0.0;5.7252;0.4299;2024;;;2024;official_verified;32994.98;0.4039;97;3;"import_qty;export_qty;external_evidence_tonnage";dusuk;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000234-2024Q4;SYN-FRM-000234;2024Q4;2024;4;train;gida_icecek;kucuk;Izmir;C10-C11;Gida ve icecek urunleri;metal;49782.6;birim/ceyrek (sentetik urun adedi);6786.89;10974.29;760.43;0.0;False;0.0;44834.78;10.7693;2.9385;3.7451;4.0428;0.0;0.0429;0.0;4.8231;0.4299;2024;10.9748;ERP / onceki denetim kaydi (sentetik);2024;official_verified;26752.64;0.7824;289;0;;yuksek;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000234-2025Q1;SYN-FRM-000234;2025Q1;2025;1;train;gida_icecek;kucuk;Izmir;C10-C11;Gida ve icecek urunleri;metal;71802.92;birim/ceyrek (sentetik urun adedi);6968.55;14934.12;2816.73;0.0;True;0.2007;61020.62;14.4679;4.1276;5.1285;5.1987;0.0131;0.0;0.0;5.2868;0.4299;2024;;;2025;official_verified;51498.56;0.6578;340;1;external_evidence_tonnage;orta;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000234-2025Q2;SYN-FRM-000234;2025Q2;2025;2;train;gida_icecek;kucuk;Izmir;C10-C11;Gida ve icecek urunleri;metal;83423.79;birim/ceyrek (sentetik urun adedi);11710.74;16260.62;1265.87;0.0;False;0.0;77608.04;18.2165;5.5789;6.2266;6.4109;0.0;0.0;0.0;7.8516;0.4299;2024;;;2025;official_verified;65921.44;0.7333;128;1;external_evidence_tonnage;yuksek;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000234-2025Q3;SYN-FRM-000234;2025Q3;2025;3;valid;gida_icecek;kucuk;Izmir;C10-C11;Gida ve icecek urunleri;metal;60366.31;birim/ceyrek (sentetik urun adedi);;;3288.97;0.0;False;0.0;;12.3995;3.5478;4.3343;4.5174;0.0;0.0;0.0;5.5599;0.4299;2024;;;2025;official_verified;44122.2;0.4467;156;3;"import_qty;export_qty;external_evidence_tonnage";dusuk;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
